"FileName","TotalRowsInFile","VariableName","VariableLabel","DataType","ValueLabels"
"GovernanceSurvey.sav",100,"Q37","Sometimes it is
necessary to close schools due to enrollment changes. If a school needs to
close who should make the final decision? - Selected Choice","haven_labelled","1=The School Board Trustees; 4=The Director of Education; 5=The School Principal; 6=The Minister of "
"GovernanceSurvey.sav",100,"Q37_7_TEXT","Sometimes it is necessary to close schools due to enrollment changes. If a school needs to close who should make the final decision? - Other: - Text","character",""
"GovernanceSurvey.sav",100,"Q38","Sometimes it is necessary to change school boundaries due to
enrollment changes. If school boundaries need to change who should make the
final decision? - Selected Choice","haven_labelled","1=The School Board Trustees; 4=The Director of Education; 5=The School Principal; 6=The Minister of "
"GovernanceSurvey.sav",100,"Q38_7_TEXT","Sometimes it is necessary to change school boundaries due to enrollment changes. If school boundaries need to change who should make the final decision? - Other: - Text","character",""
"GovernanceSurvey.sav",100,"Q39","In general, how
would you rate the performance of your local school board as a whole over the
past four years?","haven_labelled","1=Very Good; 4=Good; 5=Average; 6=Poor; 7=Very poor"
"GovernanceSurvey.sav",100,"Q40","In general, how
would you rate the performance of your local school board trustee(s) over the
past four years?","haven_labelled","1=Very Good; 4=Good; 5=Average; 6=Poor; 7=Very poor"
"GovernanceSurvey.sav",100,"Q41","In your lifetime have you ever contacted your child’s school principal to talk about a concern or issue?","haven_labelled","1=Yes; 4=No; 5=I do not have children"
"GovernanceSurvey.sav",100,"Q42","In your lifetime have you ever contacted a school board trustee/the board of trustees to discuss a concern or issue?","haven_labelled","1=Yes; 4=No"
"GovernanceSurvey.sav",100,"Q43","Why did you contact the school board trustee?","character",""
"GovernanceSurvey.sav",100,"Q44_1","Over the last twelve (12) months have you: - Donated money to a political party or candidate?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q44_2","Over the last twelve (12) months have you: - Signed a petition?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q44_3","Over the last twelve (12) months have you: - Bought products for political, ethical, or environmental reasons?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q44_4","Over the last twelve (12) months have you: - Taken part in a march, rally, or protest?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q44_5","Over the last twelve (12) months have you: - Used the internet to be politically active?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q44_6","Over the last twelve (12) months have you: - Volunteered for a community group or a non-profit organization?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q44_7","Over the last twelve (12) months have you: - Contacted a school board trustee?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q45","Have you ever been a
member of a political party?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey.sav",100,"Q46","In this last section we would like to ask some demographic questions.      With which of the following gender identities do you most closely identify? - Selected Choice","haven_labelled","1=Male; 2=Female; 3=Transgender Female; 4=Transgender Male; 5=Other:"
"GovernanceSurvey.sav",100,"Q46_5_TEXT","In this last section we would like to ask some demographic questions.      With which of the following gender identities do you most closely identify? - Other:  - Text","character",""
"GovernanceSurvey.sav",100,"Q47","Which of the following best
describes your marital status:","haven_labelled","1=Married; 2=Living with a partner; 3=Divorced; 4=Separated; 5=Widowed or; 6=Never been married"
"GovernanceSurvey.sav",100,"Q48","What is your current employment
status? Are you … - Selected Choice","haven_labelled","1=Employed Full-time; 2=Employed Part-time; 3=Retired; 4=Unemployed; 5=A student; 6=A homemaker or; "
"GovernanceSurvey.sav",100,"Q48_7_TEXT","What is your current employment
status? Are you … - Other: - Text","character",""
"GovernanceSurvey.sav",100,"Q49","What is the highest level of formal education
that you have completed - Selected Choice","haven_labelled","1=Grade school; 2=High school; 3=A trade apprenticeship; 4=Some College; 5=College Diploma; 6=Some U"
"GovernanceSurvey.sav",100,"Q49_11_TEXT","What is the highest level of formal education
that you have completed - Other:  - Text","character",""
"GovernanceSurvey.sav",100,"Q50","Do you own or rent your home?","haven_labelled","1=Own; 2=Rent"
"GovernanceSurvey.sav",100,"Q51","In which county were you born? - Selected Choice","haven_labelled","4=Canada; 5=Other:"
"GovernanceSurvey.sav",100,"Q51_5_TEXT","In which county were you born? - Other: - Text","character",""
"GovernanceSurvey.sav",100,"Q52","In what year did you emigrate to Canada?","numeric",""
"GovernanceSurvey.sav",100,"Q53","In your life, how important would you say
religion is:","haven_labelled","1=Very important; 2=Somewhat important; 3=Not very important or; 4=Not important at all"
"GovernanceSurvey.sav",100,"Q54","Which of the following best
describes your religious identity? - Selected Choice","haven_labelled","1=Roman Catholic; 2=Protestant or Christian; 3=Muslim; 4=Jewish; 5=Hindu; 6=Sikh; 7=Atheist; 8=Agnos"
"GovernanceSurvey.sav",100,"Q54_9_TEXT","Which of the following best
describes your religious identity? - Other    - Text","character",""
"GovernanceSurvey.sav",100,"Q55","What are the first three digits of your postal
code?","character",""
"GovernanceSurvey.sav",100,"Q56","Please tell me which of the
following ranges your total annual household income falls within before taxes?","haven_labelled","1=Less than $20,000; 2=$20,000 to 50,000; 3=$50,000 to 70,000; 4=$70,000 to 100,000; 5=$100,000 to $"
"GovernanceSurvey.sav",100,"Region","Which Region of Ontario is the respondent from","haven_labelled","1=Southwestern Ontario; 2=Eastern Ontario; 3=Greater Toronto Area; 4=Central Ontario; 5=Northern Ont"
"GovernanceSurvey.sav",100,"RegionWaterloo","Which Region of the province is the respondent from Waterloo Region added","haven_labelled","1=Southwestern Ontario; 2=Eastern Ontario; 3=Greater Toronto Area; 5=Northern Ontario; 6=Central Ont"
"GovernanceSurvey.sav",100,"gender","(No Label)","haven_labelled","1=male; 2=female; 3=other"
"GovernanceSurvey.sav",100,"age","(No Label)","haven_labelled","1=18 to 34; 2=35 to 49; 3=50 to 64; 4=65 plus; 9=Missing"
"GovernanceSurvey.sav",100,"parent","(No Label)","haven_labelled","1=not a school aged parent; 2=schol aged parent; 9=missing"
"GovernanceSurvey.sav",100,"AgeSysmis","(No Label)","haven_labelled","1=18 to 34; 2=35 to 49; 3=50 to 64; 4=65+"
"GovernanceSurvey.sav",100,"GenderSysmis","(No Label)","haven_labelled","1=male; 2=female; 3=other; 9=sysmis"
"GovernanceSurvey.sav",100,"weightassembler","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightassemblerRegion","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightassemblerParent","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightParentStandard1","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightStandardAge1","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard1","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightRegionStandard1","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard2","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightParentStandard2","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard3","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightStandardAge2","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard4","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightRegionStandard2","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard5","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightParentStandard3","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard6","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightStandardAge3","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard7","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"WeightRegionStandard3","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandard8","(No Label)","numeric",""
"GovernanceSurvey.sav",100,"weightstandardFinal","(No Label)","numeric",""
"GovernanceSurvey_Data.sav",100,"ID","(No Label)","numeric",""
"GovernanceSurvey_Data.sav",100,"RecordedDate","Recorded Date","POSIXct",""
"GovernanceSurvey_Data.sav",100,"Q1","Representative
Governance Survey Research
Team: Dr.
Anthony Piscitelli, Conestoga College Dr.
Andrea Perrella, Wilfrid Laurier University InformationYou are
invited to participate in a research project being conducted by Dr. Anthony Piscitelli from Conestoga College. This
research is being conducted to examine how Ontarians wish to be represented by
their school boards. In this survey, we are interested in your opinions about
politics, school boards, and some current issues. The online
survey will take approximately 15 minutes to complete.RisksWe do not anticipate any harm from your participation in
this study. You may omit any questions you do not
wish to answer in this survey.BenefitsWe anticipate several benefits from this research. It will
help to enhance responsiveness of school boards, expand our understanding of
governance, and contribute to the public discourse. ConfidentialityThe results of this study will remain anonymous and
confidential and maintained indefinitely for research purposes. Data will","haven_labelled","1=Yes"
"GovernanceSurvey_Data.sav",100,"Q2","How old you are today?","numeric",""
"GovernanceSurvey_Data.sav",100,"Q3","If a federalelection were held today, which party would you vote for:","haven_labelled","1=The Conservative Party; 10=The Liberal Party; 11=The New Democratic Party (NDP); 12=The Green Part"
"GovernanceSurvey_Data.sav",100,"Q4","Is there a party you are leaning towards in a federal election?","haven_labelled","1=The Conservative Party; 4=The Liberal Party; 5=The New Democratic Party (NDP); 6=The Green Party; "
"GovernanceSurvey_Data.sav",100,"Q5","If a provincial
election were held today, which party would you vote for:","haven_labelled","1=The Progressive Conservative Party; 4=The Liberal Party; 5=The New Democratic Party (NDP); 6=The G"
"GovernanceSurvey_Data.sav",100,"Q6","Is there a party you are leaning towards in a provincial election?","haven_labelled","1=The Progressive Conservative Party; 4=The Liberal Party; 5=The New Democratic Party (NDP); 6=The G"
"GovernanceSurvey_Data.sav",100,"Q7","Did you happen to vote in the last federal election held in October of
2019?","haven_labelled","1=Yes; 4=No; 5=I was not eligible to vote; 6=Don’t Know"
"GovernanceSurvey_Data.sav",100,"Q8","In politics people sometimes talk
of left and right. On a scale of 1 to 10, where 1 is on the left and 10 is on
the right, where would you place yourself?","haven_labelled","1=Left      1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9; 10=10      Right"
"GovernanceSurvey_Data.sav",100,"Q9","Which of the
following comes closer to your view?","haven_labelled","1=Government should do more to solve problems; 4=Government is doing too many things that should be "
"GovernanceSurvey_Data.sav",100,"Q10","Generally speaking, would you
say that most people can be trusted or that you cannot be too careful in
dealing with people?","haven_labelled","1=Most people can be trusted; 2=You cannot be too careful in dealing with people"
"GovernanceSurvey_Data.sav",100,"Q11","What do you see asthe role of a school board trustee?","character",""
"GovernanceSurvey_Data.sav",100,"Q11code","What do you see asthe role of a school board trustee?","haven_labelled","1=Advocate/Represent Students; 2=Advocate/Represent Parents; 3=Advocate/Represent Students & Parents"
"GovernanceSurvey_Data.sav",100,"Q12","Do you have any children?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey_Data.sav",100,"Q13","How many children do you have?","numeric",""
"GovernanceSurvey_Data.sav",100,"Q14","Are any of your children under the age
of 19?","haven_labelled","1=Yes; 2=No"
"GovernanceSurvey_Data.sav",100,"Q15","How many children do
you have attending elementary school?","numeric",""
"GovernanceSurvey_Data.sav",100,"Q16","How many children do
you have attending high school?","numeric",""
"GovernanceSurvey_Data.sav",100,"Q17_1","Which school board do your children attend. Check all that apply. English Public","haven_labelled","1=English Public"
"GovernanceSurvey_Data.sav",100,"Q17_4","Which school board do your children attend. Check all that apply. English Separate (English Catholic)","haven_labelled","1=English Separate (English Catholic)"
"GovernanceSurvey_Data.sav",100,"Q17_5","Which school board do your children attend. Check all that apply. French Public","haven_labelled","1=French Public"
"GovernanceSurvey_Data.sav",100,"Q17_6","Which school board do your children attend. Check all that apply. French Separate (French Catholic)","haven_labelled","1=French Separate (French Catholic)"
"GovernanceSurvey_Data.sav",100,"Q17_7","Which school board do your children attend. Check all that apply. Private School","haven_labelled","1=Private School"
"GovernanceSurvey_Data.sav",100,"Q18","Are any of your children currently enrolled in a French immersion
program?","haven_labelled","1=All of my children are enrolled in French immersion; 4=Some of my children are enrolled in French "
"GovernanceSurvey_Data.sav",100,"Q19","Were any of your
children enrolled in French immersion in the past?","haven_labelled","1=Yes; 3=I do not have any children; 4=No"
"GovernanceSurvey_Data.sav",100,"Q20","Have any of your
children ever attended a school that was closed, thus requiring your student to
change schools?","haven_labelled","1=Yes; 4=No; 5=I do not have any children"
"GovernanceSurvey_Data.sav",100,"Q21_1","Do any of your children have a special need (check all that apply)? Physical disabilities","haven_labelled","1=Physical disabilities"
"GovernanceSurvey_Data.sav",100,"Q21_4","Do any of your children have a special need (check all that apply)? Mental health challenges","haven_labelled","1=Mental health challenges"
"GovernanceSurvey_Data.sav",100,"Q21_5","Do any of your children have a special need (check all that apply)? A learning disorder","haven_labelled","1=A learning disorder"
"GovernanceSurvey_Data.sav",100,"Q21_6","Do any of your children have a special need (check all that apply)? No","haven_labelled","1=No"
"GovernanceSurvey_Data.sav",100,"Q22_1","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q22_4","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher"
"GovernanceSurvey_Data.sav",100,"Q22_5","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary"
"GovernanceSurvey_Data.sav",100,"Q22_6","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal"
"GovernanceSurvey_Data.sav",100,"Q22_7","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal"
"GovernanceSurvey_Data.sav",100,"Q22_8","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent"
"GovernanceSurvey_Data.sav",100,"Q22_9","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education"
"GovernanceSurvey_Data.sav",100,"Q22_10","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee"
"GovernanceSurvey_Data.sav",100,"Q22_11","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament"
"GovernanceSurvey_Data.sav",100,"Q22_12","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:"
"GovernanceSurvey_Data.sav",100,"Q22_12_TEXT","If you had a concern about one of your children’s teachers that you
were unable to resolve with the teacher, who would you approach to discuss the
issue? (check all that apply). - Other: - Text","character",""
"GovernanceSurvey_Data.sav",100,"Q23_1","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q23_4","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher"
"GovernanceSurvey_Data.sav",100,"Q23_5","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary"
"GovernanceSurvey_Data.sav",100,"Q23_6","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal"
"GovernanceSurvey_Data.sav",100,"Q23_7","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal"
"GovernanceSurvey_Data.sav",100,"Q23_8","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent"
"GovernanceSurvey_Data.sav",100,"Q23_9","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education"
"GovernanceSurvey_Data.sav",100,"Q23_10","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee"
"GovernanceSurvey_Data.sav",100,"Q23_11","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament"
"GovernanceSurvey_Data.sav",100,"Q23_12","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:"
"GovernanceSurvey_Data.sav",100,"Q23_12_TEXT","If you had a concern
about a rule at your child’s school, who would you approach to discuss the
issue? (check all that apply). - Other:  - Text","character",""
"GovernanceSurvey_Data.sav",100,"Q24_1","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q24_4","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher"
"GovernanceSurvey_Data.sav",100,"Q24_5","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary"
"GovernanceSurvey_Data.sav",100,"Q24_6","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal"
"GovernanceSurvey_Data.sav",100,"Q24_7","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal"
"GovernanceSurvey_Data.sav",100,"Q24_8","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent"
"GovernanceSurvey_Data.sav",100,"Q24_9","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education"
"GovernanceSurvey_Data.sav",100,"Q24_10","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee"
"GovernanceSurvey_Data.sav",100,"Q24_11","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament"
"GovernanceSurvey_Data.sav",100,"Q24_12","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:"
"GovernanceSurvey_Data.sav",100,"Q24_12_TEXT","If you had a concern that your child might have special needs, who
would you approach to discuss the issue? (check all that apply). - Other: - Text","character",""
"GovernanceSurvey_Data.sav",100,"Q25_1","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q25_4","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher"
"GovernanceSurvey_Data.sav",100,"Q25_5","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary"
"GovernanceSurvey_Data.sav",100,"Q25_6","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal"
"GovernanceSurvey_Data.sav",100,"Q25_7","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal"
"GovernanceSurvey_Data.sav",100,"Q25_8","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent"
"GovernanceSurvey_Data.sav",100,"Q25_9","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education"
"GovernanceSurvey_Data.sav",100,"Q25_10","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee"
"GovernanceSurvey_Data.sav",100,"Q25_11","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament"
"GovernanceSurvey_Data.sav",100,"Q25_12","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:"
"GovernanceSurvey_Data.sav",100,"Q25_12_TEXT","If you had a concern
about access to technology at your local school, who would you approach to
discuss the issue? (check all that apply). - Other: - Text","character",""
"GovernanceSurvey_Data.sav",100,"Q26_1","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q26_4","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher"
"GovernanceSurvey_Data.sav",100,"Q26_5","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary"
"GovernanceSurvey_Data.sav",100,"Q26_6","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal"
"GovernanceSurvey_Data.sav",100,"Q26_7","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal"
"GovernanceSurvey_Data.sav",100,"Q26_8","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent"
"GovernanceSurvey_Data.sav",100,"Q26_9","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education"
"GovernanceSurvey_Data.sav",100,"Q26_10","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee"
"GovernanceSurvey_Data.sav",100,"Q26_11","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament"
"GovernanceSurvey_Data.sav",100,"Q26_12","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:"
"GovernanceSurvey_Data.sav",100,"Q26_12_TEXT","If you had a concern
about a policy at your local school board, who would you approach to discuss
the issue? (check all that apply). - Other:  - Text","character",""
"GovernanceSurvey_Data.sav",100,"Q27_1","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q27_4","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Another teacher","haven_labelled","1=Another teacher"
"GovernanceSurvey_Data.sav",100,"Q27_5","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school secretary","haven_labelled","1=The school secretary"
"GovernanceSurvey_Data.sav",100,"Q27_6","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal"
"GovernanceSurvey_Data.sav",100,"Q27_7","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal"
"GovernanceSurvey_Data.sav",100,"Q27_8","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent"
"GovernanceSurvey_Data.sav",100,"Q27_9","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education"
"GovernanceSurvey_Data.sav",100,"Q27_10","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee"
"GovernanceSurvey_Data.sav",100,"Q27_11","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament"
"GovernanceSurvey_Data.sav",100,"Q27_12","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:"
"GovernanceSurvey_Data.sav",100,"Q27_12_TEXT","If you had a concern
about the curriculum your child was learning, who would you approach to
discuss the issue? (check all that apply). - Other: - Text","character",""
"GovernanceSurvey_Data.sav",100,"Q28_1","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q28_4","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A teacher","haven_labelled","1=A teacher"
"GovernanceSurvey_Data.sav",100,"Q28_5","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A school secretary","haven_labelled","1=A school secretary"
"GovernanceSurvey_Data.sav",100,"Q28_6","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A vice principal","haven_labelled","1=A vice principal"
"GovernanceSurvey_Data.sav",100,"Q28_7","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The school principal","haven_labelled","1=The school principal"
"GovernanceSurvey_Data.sav",100,"Q28_8","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A superintendent","haven_labelled","1=A superintendent"
"GovernanceSurvey_Data.sav",100,"Q28_9","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice The Director of Education","haven_labelled","1=The Director of Education"
"GovernanceSurvey_Data.sav",100,"Q28_10","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A school board trustee","haven_labelled","1=A school board trustee"
"GovernanceSurvey_Data.sav",100,"Q28_11","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice A member of provincial parliament","haven_labelled","1=A member of provincial parliament"
"GovernanceSurvey_Data.sav",100,"Q28_12","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Selected Choice Other:","haven_labelled","1=Other:"
"GovernanceSurvey_Data.sav",100,"Q28_12_TEXT","If you had a concern about your child’s school transportation, who
would you approach to discuss the issue? (check all that apply). - Other: - Text","character",""
"GovernanceSurvey_Data.sav",100,"Q29_1","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice No one","haven_labelled","1=No one"
"GovernanceSurvey_Data.sav",100,"Q29_4","If you had a concern
about the upkeep of a local school (e.g. uncut grass, a ripped flag, a sidewalk
not shoveled etc.). Who would you approach to discuss this issue? - Selected Choice A teacher","haven_labelled","1=A teacher"
